rollout/env_steps,time/total_timesteps,rollout/agent_steps_total,rollout/active_agents,rollout/episode_group_reward,rollout/episode_agent_steps,rollout/episode_length,rollout/episode_alive_agents_end,train/ent_coef,train/critic_loss,train/current_q_values,train/entrQ_1,train/next_q_values,train/entrQ_2,train/actor_loss,train/n_updates,train/run_costs,train/sto_costs,train/entropy,train/terminal_costs
37300,37300,215695,1,,,,,0.023270776495337486,4.589704990386963,60.227882385253906,2.307025909423828,0.009900989942252636,2.3053746223449707,-60.60348892211914,64602,8.865333557128906,0.0,0.0,-4.683289527893066
,,,,1603.2005665845402,1710,334,1,0.023568248376250267,4.714670181274414,60.420841217041016,2.3671419620513916,0.009900989942252636,2.369206428527832,-59.94480895996094,64644,8.47781753540039,0.0,0.0,-4.668686866760254
37400,37400,216348,8,,,,,0.024242127314209938,4.600581645965576,58.42848205566406,2.313127040863037,0.009900989942252636,2.3152103424072266,0,64802,7.726323127746582,0.0,0.0,-4.669034481048584
37500,37500,217148,8,,,,,0.023735834285616875,4.676220893859863,60.365806579589844,2.3476479053497314,0.009900989942252636,2.352701425552368,-61.39894485473633,65002,7.982026100158691,0.0,0.0,-4.6317925453186035
37600,37600,217751,4,,,,,0.023171592503786087,4.685837268829346,60.13212585449219,2.3546223640441895,0.009900989942252636,2.3555524349212646,-61.91822814941406,65202,8.063507080078125,0.0,0.0,-4.61773157119751
,,,,2030.6899760769702,2153,337,1,0.02388242445886135,4.666743755340576,61.24635314941406,2.349783420562744,0.009900989942252636,2.3511853218078613,0,65318,8.114540100097656,0.0,0.0,-4.7881340980529785
37700,37700,218205,8,,,,,0.024169722571969032,4.594034194946289,61.2449951171875,2.3108017444610596,0.009900989942252636,2.3090929985046387,0,65402,7.9064507484436035,0.0,0.0,-4.656360626220703
37800,37800,219005,8,,,,,0.024891868233680725,4.7043046951293945,60.431217193603516,2.367837429046631,0.009900989942252636,2.3678767681121826,-61.63745880126953,65602,7.5088911056518555,0.0,0.0,-4.648005485534668
37900,37900,219781,7,,,,,0.024637633934617043,4.570034503936768,58.399559020996094,2.30680251121521,0.009900989942252636,2.28104305267334,-58.99767303466797,65802,7.279913902282715,0.0,0.0,-4.650486946105957
38000,38000,220202,1,,,,,0.024629170075058937,4.677286148071289,58.268733978271484,2.354914903640747,0.009900989942252636,2.350701093673706,0,66002,7.564306259155273,0.0,0.0,-4.707725524902344
,,,,2216.1363136125965,2351,360,1,0.02439846284687519,4.67659854888916,58.83619689941406,2.337252378463745,0.009900989942252636,2.341644763946533,0,66038,8.338435173034668,0.0,0.0,-4.716344833374023
38100,38100,220814,6,,,,,0.023847585543990135,4.696733474731445,59.936134338378906,2.361767292022705,0.009900989942252636,2.3627352714538574,-61.65736389160156,66202,8.093029975891113,0.0,0.0,-4.644096851348877
38200,38200,221414,6,,,,,0.024121485650539398,4.822996139526367,62.62051010131836,2.417384624481201,0.009900989942252636,2.421978712081909,-62.724510192871094,66402,8.408575057983398,0.0,0.0,-4.645537376403809
38300,38300,221821,2,,,,,0.025380713865160942,4.839056491851807,58.92076110839844,2.4359307289123535,0.009900989942252636,2.4372594356536865,0,66602,7.8911309242248535,0.0,0.0,-4.792877197265625
,,,,1498.287598866349,1696,367,1,0.025281723588705063,4.743032455444336,61.763771057128906,2.385704517364502,0.009900989942252636,2.3881914615631104,-61.983158111572266,66772,8.260522842407227,0.0,0.0,-4.661958694458008
38400,38400,222036,8,,,,,0.025301175191998482,4.71512508392334,60.75849533081055,2.3711342811584473,0.009900989942252636,2.3670530319213867,-63.74427032470703,66802,8.836250305175781,0.0,0.0,-4.808499336242676
38500,38500,222836,8,,,,,0.02454676479101181,4.703482627868652,60.81653594970703,2.3609111309051514,0.009900989942252636,2.3584115505218506,-61.41630554199219,67002,7.892286777496338,0.0,0.0,-4.643517971038818
38600,38600,223593,6,,,,,0.02479148842394352,4.795382499694824,58.70248031616211,2.4168076515197754,0.009900989942252636,2.4176952838897705,0,67202,8.066808700561523,0.0,0.0,-4.713475704193115
38700,38700,224166,5,,,,,0.024742990732192993,4.745184421539307,61.107025146484375,2.3853414058685303,0.009900989942252636,2.38521146774292,-60.85449981689453,67402,8.092815399169922,0.0,0.0,-4.613116264343262
,,,,2331.1410443199784,2391,374,1,0.024305127561092377,4.803627014160156,59.48278045654297,2.417776346206665,0.009900989942252636,2.416609764099121,0,67520,7.870630264282227,0.0,0.0,-4.71156120300293
38800,38800,224635,8,,,,,0.024336248636245728,4.670807838439941,60.68431091308594,2.345094919204712,0.009900989942252636,2.349661111831665,-61.09138488769531,67602,8.147884368896484,0.0,0.0,-4.686227321624756
38900,38900,225435,8,,,,,0.024915166199207306,4.742912769317627,57.79682922363281,2.381688117980957,0.009900989942252636,2.3881664276123047,0,67802,7.634706020355225,0.0,0.0,-4.665594100952148
39000,39000,226158,6,,,,,0.024393215775489807,4.656513214111328,61.74266815185547,2.3440568447113037,0.009900989942252636,2.3404922485351562,-62.099266052246094,68002,7.80129337310791,0.0,0.0,-4.731888771057129
,,,,2116.3361242745978,2252,337,1,0.023895546793937683,4.681332588195801,61.1602897644043,2.357609510421753,0.009900989942252636,2.3586652278900146,-62.15292739868164,68194,8.037086486816406,0.0,0.0,-4.648128509521484
39100,39100,226591,8,,,,,0.02387416362762451,4.6815266609191895,59.74151611328125,2.3605282306671143,0.009900989942252636,2.356257677078247,-59.20370864868164,68202,7.804004192352295,0.0,0.0,-4.6174774169921875
39200,39200,227354,6,,,,,0.02411600574851036,4.73154354095459,62.253047943115234,2.3829808235168457,0.009900989942252636,2.3786590099334717,0,68402,8.071856498718262,0.0,0.0,-4.65104866027832
39300,39300,227879,3,,,,,0.024272270500659943,4.758975982666016,61.01454162597656,2.3919677734375,0.009900989942252636,2.3929786682128906,-61.39299774169922,68602,7.680116653442383,0.0,0.0,-4.682034015655518
39400,39400,228179,3,,,,,0.024201735854148865,4.648231029510498,61.06840896606445,2.3238091468811035,0.009900989942252636,2.328566551208496,-62.16585159301758,68802,8.415478706359863,0.0,0.0,-4.669034004211426
,,,,1606.184883673745,1755,387,1,0.02488839626312256,4.699673652648926,61.381465911865234,2.3709049224853516,0.009900989942252636,2.3711891174316406,-62.16596603393555,68968,7.2721123695373535,0.0,0.0,-4.617869853973389
39500,39500,228450,8,,,,,0.024889960885047913,4.7488861083984375,61.49546813964844,2.396122455596924,0.009900989942252636,2.3911075592041016,0,69002,8.322458267211914,0.0,0.0,-4.634363174438477
39600,39600,229250,8,,,,,0.02499442733824253,4.552366733551025,57.52455139160156,2.286006450653076,0.009900989942252636,2.289278030395508,-59.89809036254883,69202,8.238155364990234,0.0,0.0,-4.61924934387207
39700,39700,229945,4,,,,,0.025853564962744713,4.7203826904296875,60.38906478881836,2.3726534843444824,0.009900989942252636,2.3761050701141357,-60.692169189453125,69402,7.880557060241699,0.0,0.0,-4.727482795715332
39800,39800,230252,2,,,,,0.026546387001872063,4.710631370544434,59.33885955810547,2.3699750900268555,0.009900989942252636,2.367262363433838,0,69602,7.883670806884766,0.0,0.0,-4.609092712402344
,,,,1838.3090544260037,2020,376,1,0.025963125750422478,4.806247711181641,59.32095718383789,2.4221365451812744,0.009900989942252636,2.4175171852111816,-59.66305923461914,69720,7.4694695472717285,0.0,0.0,-4.584413051605225
39900,39900,230662,8,,,,,0.02577359974384308,4.717391490936279,60.77140808105469,2.3654069900512695,0.009900989942252636,2.3717613220214844,-59.961692810058594,69802,7.905215263366699,0.0,0.0,-4.676212310791016
40000,40000,231462,8,,,,,0.02515673078596592,4.782149314880371,57.818267822265625,2.4089248180389404,0.009900989942252636,2.411679744720459,-57.79668426513672,70002,7.502542495727539,0.0,0.0,-4.782341957092285
40100,40100,232247,7,,,,,0.024295220151543617,4.82008171081543,62.84786605834961,2.4181747436523438,0.009900989942252636,2.4242002964019775,0,70202,7.942183971405029,0.0,0.0,-4.722666263580322
40200,40200,232605,1,,,,,0.02394440397620201,4.655947208404541,62.039146423339844,2.3439621925354004,0.009900989942252636,2.346329689025879,-62.650474548339844,70402,8.289400100708008,0.0,0.0,-4.714419364929199
,,,,2165.80630153428,2320,390,1,0.02406149171292782,4.725277900695801,62.29608917236328,2.3746981620788574,0.009900989942252636,2.3772406578063965,-61.73982238769531,70500,8.118569374084473,0.0,0.0,-4.654472827911377
40300,40300,233062,8,,,,,0.024202048778533936,4.756706237792969,61.450439453125,2.3935751914978027,0.009900989942252636,2.393420934677124,-61.89201354980469,70602,8.16983699798584,0.0,0.0,-4.5907182693481445
40400,40400,233862,8,,,,,0.024465089663863182,4.627114295959473,58.60906219482422,2.330005645751953,0.009900989942252636,2.3298428058624268,0,70802,8.921438217163086,0.0,0.0,-4.707033157348633
40500,40500,234551,6,,,,,0.025111446157097816,4.608949661254883,62.795867919921875,2.3256030082702637,0.009900989942252636,2.3236608505249023,-63.832374572753906,71002,8.242962837219238,0.0,0.0,-4.67348051071167
,,,,1891.6791215105882,2014,300,1,0.02493923529982567,4.73283576965332,62.691001892089844,2.383159637451172,0.009900989942252636,2.3871614933013916,-63.43564987182617,71100,7.855273246765137,0.0,0.0,-4.694554328918457
40600,40600,235003,5,,,,,0.024950392544269562,4.61652946472168,58.971187591552734,2.3257458209991455,0.009900989942252636,2.3268072605133057,-59.505523681640625,71202,7.881579399108887,0.0,0.0,-4.762785911560059
40700,40700,235503,5,,,,,0.024608707055449486,4.749115943908691,59.50038146972656,2.3918251991271973,0.009900989942252636,2.3876726627349854,0,71402,8.51685905456543,0.0,0.0,-4.5973591804504395
40800,40800,235930,4,,,,,0.024645477533340454,4.766416072845459,60.01897048950195,2.393425464630127,0.009900989942252636,2.393913984298706,-58.846534729003906,71602,8.047605514526367,0.0,0.0,-4.612558364868164
,,,,1235.220665520977,1399,312,1,0.024728966876864433,4.759666919708252,57.556678771972656,2.3969929218292236,0.009900989942252636,2.392303466796875,-57.93490219116211,71724,7.946120738983154,0.0,0.0,-4.649240016937256
40900,40900,236379,8,,,,,0.02481369860470295,4.742218017578125,61.67673873901367,2.3831558227539062,0.009900989942252636,2.3831071853637695,-62.454200744628906,71802,8.338395118713379,0.0,0.0,-4.7700653076171875
41000,41000,237089,6,,,,,0.024959132075309753,4.787844657897949,60.33713912963867,2.4128854274749756,0.009900989942252636,2.410261869430542,0,72002,7.632700443267822,0.0,0.0,-4.741008281707764
41100,41100,237630,5,,,,,0.024584311991930008,4.678074836730957,62.166015625,2.357480049133301,0.009900989942252636,2.3561718463897705,-62.09344482421875,72202,7.832663536071777,0.0,0.0,-4.702157020568848
41200,41200,237935,2,,,,,0.02445361763238907,4.820675849914551,62.18315124511719,2.4250564575195312,0.009900989942252636,2.425926923751831,-62.44005584716797,72402,8.020416259765625,0.0,0.0,-4.568522930145264
,,,,1795.4375369741956,1907,367,1,0.024384435266256332,4.76094913482666,61.999855041503906,2.3981308937072754,0.009900989942252636,2.391995429992676,0,72458,7.810303211212158,0.0,0.0,-4.656062126159668
41300,41300,238550,8,,,,,0.024417951703071594,4.700387001037598,63.33319091796875,2.365454912185669,0.009900989942252636,2.368164300918579,0,72602,8.493965148925781,0.0,0.0,-4.650978088378906
41400,41400,239350,8,,,,,0.024437712505459785,4.616764068603516,60.244483947753906,2.3176350593566895,0.009900989942252636,2.318556785583496,-60.32188034057617,72802,8.041061401367188,0.0,0.0,-4.631627559661865
41500,41500,240037,5,,,,,0.02490289695560932,4.757377624511719,59.24445724487305,2.3810689449310303,0.009900989942252636,2.3918519020080566,-57.986351013183594,73002,7.908397674560547,0.0,0.0,-4.64215087890625
,,,,2075.80824533235,2159,318,1,0.024316679686307907,4.8687357902526855,60.96053695678711,2.4372658729553223,0.009900989942252636,2.4405875205993652,0,73094,8.009395599365234,0.0,0.0,-4.676100730895996
41600,41600,240565,8,,,,,0.023996949195861816,4.649662494659424,60.99571990966797,2.337772846221924,0.009900989942252636,2.33648681640625,0,73202,8.253118515014648,0.0,0.0,-4.690610885620117
41700,41700,241365,8,,,,,0.023827575147151947,4.797818660736084,60.86968994140625,2.417358636856079,0.009900989942252636,2.419734477996826,-62.48150634765625,73402,7.935912132263184,0.0,0.0,-4.646396636962891
41800,41800,242020,5,,,,,0.023944364860653877,4.6341552734375,60.43694305419922,2.3298158645629883,0.009900989942252636,2.331756830215454,-60.33232879638672,73602,8.509007453918457,0.0,0.0,-4.7210001945495605
41900,41900,242392,2,,,,,0.024298418313264847,4.835841655731201,60.12443161010742,2.4260430335998535,0.009900989942252636,2.4285457134246826,0,73802,7.9974164962768555,0.0,0.0,-4.712682723999023
,,,,2179.986236429206,2281,376,1,0.02437141165137291,4.767889499664307,61.32684326171875,2.3954129219055176,0.009900989942252636,2.400251865386963,-60.62403869628906,73846,8.331047058105469,0.0,0.0,-4.6207661628723145
42000,42000,243038,8,,,,,0.024370504543185234,4.8043060302734375,60.06937026977539,2.417229413986206,0.009900989942252636,2.418989419937134,-60.85541915893555,74002,8.257859230041504,0.0,0.0,-4.64076566696167
42100,42100,243838,8,,,,,0.024499284103512764,4.802109718322754,65.02027130126953,2.4172048568725586,0.009900989942252636,2.419135570526123,-66.02721405029297,74202,7.488823890686035,0.0,0.0,-4.608203887939453
42200,42200,244363,1,,,,,0.02388417348265648,4.68386173248291,63.072513580322266,2.357422113418579,0.009900989942252636,2.353487968444824,0,74402,7.787548065185547,0.0,0.0,-4.630605697631836
,,,,1742.6562802747653,1966,295,1,0.0238114595413208,4.863950729370117,63.153038024902344,2.440284252166748,0.009900989942252636,2.439032554626465,-64.2232894897461,74436,7.905877113342285,0.0,0.0,-4.79196834564209
42300,42300,245044,8,,,,,0.024145308881998062,4.681053638458252,61.70549392700195,2.3551526069641113,0.009900989942252636,2.3561244010925293,-63.31184387207031,74602,7.772498607635498,0.0,0.0,-4.791191577911377
42400,42400,245844,8,,,,,0.024179037660360336,4.6605119705200195,61.946258544921875,2.344822883605957,0.009900989942252636,2.348031520843506,-62.20878219604492,74802,8.153097152709961,0.0,0.0,-4.748170375823975
,,,,1775.434154610006,1935,279,1,0.023496482521295547,4.8238654136657715,60.804054260253906,2.4274630546569824,0.009900989942252636,2.429875373840332,-61.68034744262695,74994,7.815104961395264,0.0,0.0,-4.721395969390869
42500,42500,246347,8,,,,,0.023444006219506264,4.616584777832031,59.480045318603516,2.326796770095825,0.009900989942252636,2.3241453170776367,0,75002,7.796138763427734,0.0,0.0,-4.738739967346191
42600,42600,247147,8,,,,,0.022509444504976273,4.662843227386475,61.30118179321289,2.339491605758667,0.009900989942252636,2.3467001914978027,-61.399147033691406,75202,8.067590713500977,0.0,0.0,-4.585792541503906
42700,42700,247862,7,,,,,0.02259242534637451,4.7789201736450195,64.00273895263672,2.4040727615356445,0.009900989942252636,2.3996949195861816,-65.11372375488281,75402,8.76919174194336,0.0,0.0,-4.700008392333984
42800,42800,248213,2,,,,,0.02304801531136036,4.862572193145752,62.65301513671875,2.444073438644409,0.009900989942252636,2.4365057945251465,0,75602,8.001532554626465,0.0,0.0,-4.665700912475586
,,,,1731.8496194643483,1942,335,1,0.02305411919951439,4.84867000579834,58.95783615112305,2.4402730464935303,0.009900989942252636,2.445950508117676,-60.25885772705078,75664,7.513228893280029,0.0,0.0,-4.613040924072266
42900,42900,248809,8,,,,,0.022683775052428246,4.792668342590332,60.78610610961914,2.412292003631592,0.009900989942252636,2.4076294898986816,-63.31318283081055,75802,8.927572250366211,0.0,0.0,-4.855619430541992
43000,43000,249609,8,,,,,0.022918209433555603,4.688686370849609,64.7978286743164,2.363729476928711,0.009900989942252636,2.359684705734253,-64.51280975341797,76002,7.995459079742432,0.0,0.0,-4.753396987915039
43100,43100,249864,1,,,,,0.02364254742860794,4.952512741088867,47.107181549072266,2.4926252365112305,0.009900989942252636,2.4951272010803223,0,76202,7.90626859664917,0.0,0.0,-4.746362686157227
,,,,1390.48893985174,1615,277,1,0.023538069799542427,4.810025215148926,47.878475189208984,2.4226114749908447,0.009900989942252636,2.420971632003784,-47.33512878417969,76218,7.569994926452637,0.0,0.0,-4.723069667816162
43200,43200,250608,8,,,,,0.023121589794754982,4.792762756347656,60.18719482421875,2.413024425506592,0.009900989942252636,2.4044854640960693,-60.77363204956055,76402,7.135417938232422,0.0,0.0,-4.642613410949707
43300,43300,251408,8,,,,,0.02302422747015953,4.642972469329834,61.90520477294922,2.3369085788726807,0.009900989942252636,2.3385393619537354,-62.09291458129883,76602,8.165362358093262,0.0,0.0,-4.557604789733887
43400,43400,251925,3,,,,,0.023487655445933342,4.87588357925415,61.88290786743164,2.453151226043701,0.009900989942252636,2.45210862159729,0,76802,8.091960906982422,0.0,0.0,-4.700162887573242
,,,,2061.8291923626794,2179,377,1,0.023691250011324883,4.7027435302734375,65.61429595947266,2.364370822906494,0.009900989942252636,2.3651647567749023,-66.96257019042969,76972,7.647942543029785,0.0,0.0,-4.599939346313477
43500,43500,252171,8,,,,,0.02370830811560154,4.792803764343262,64.81015014648438,2.4046592712402344,0.009900989942252636,2.4068055152893066,-66.7481460571289,77002,7.84972620010376,0.0,0.0,-4.791700839996338
43600,43600,252971,8,,,,,0.02399488538503647,4.830899238586426,62.70426559448242,2.4306862354278564,0.009900989942252636,2.4356045722961426,-63.67205810546875,77202,7.48903751373291,0.0,0.0,-4.686577796936035
43700,43700,253749,6,,,,,0.023884251713752747,4.594526767730713,61.86963653564453,2.3139209747314453,0.009900989942252636,2.3111414909362793,0,77402,8.313790321350098,0.0,0.0,-4.658655166625977
